Ensembl_gene_ID	HGNC_symbol
YDR418W	RPL12B
YDR224C	HTB1
YDR502C	SAM2
YDR447C	RPS17B
YDL039C	PRM7
YDL225W	SHS1
YDR259C	YAP6
YDR495C	VPS3
YDL151C	BUD30
YDR357C	CNL1
YDR370C	DXO1
YDR298C	ATP5
YDR276C	PMP3
tM(CAU)D	EMT1
YDL247W	MPH2
YDR406W	PDR15
YDR273W	DON1
YDR453C	TSA2
YDR383C	NKP1
YDR375C	BCS1
YDL161W	ENT1
YDL051W	LHP1
YDR084C	TVP23
YDL056W	MBP1
YDR320C	SWA2
YDR221W	GTB1
YDR456W	NHX1
YDL036C	PUS9
YDL217C	TIM22
YDR334W	SWR1
YDL049C	KNH1
YDL164C	CDC9
YDR384C	ATO3
YDR093W	DNF2
YDR071C	PAA1
YDL143W	CCT4
YDR032C	PST2
YDR063W	AIM7
YDL166C	FAP7
YDR004W	RAD57
YDR151C	CTH1
YDR037W	KRS1
YDL175C	AIR2
YDR172W	SUP35
YDL174C	DLD1
YDR080W	VPS41
YDR503C	LPP1
YDR069C	DOA4
YDR047W	HEM12
YDR267C	CIA1
YDR142C	PEX7
YDL212W	SHR3
YDL209C	CWC2
YDR044W	HEM13
YDR311W	TFB1
YDR207C	UME6
YDL005C	MED2
YDR295C	HDA2
YDL208W	NHP2
YDR135C	YCF1
YDR247W	VHS1
YDL197C	ASF2
YDR229W	IVY1
YDR027C	VPS54
YDL106C	PHO2
YDR404C	RPB7
YDR256C	CTA1
YDR518W	EUG1
YDR055W	PST1
YDL087C	LUC7
YDR177W	UBC1
YDL014W	NOP1
YDR289C	RTT103
YDL159W	STE7
YDR532C	KRE28
YDR137W	RGP1
YDL153C	SAS10
YDR393W	SHE9
YDR506C	GMC1
YDL219W	DTD1
YDL090C	RAM1
YDR033W	MRH1
YDR035W	ARO3
YDR332W	IRC3
YDR510W	SMT3
YDL055C	PSA1
YDR480W	DIG2
YDL103C	QRI1
YDR350C	ATP22
YDR342C	HXT7
YDR087C	RRP1
YDL236W	PHO13
YDR012W	RPL4B
YDR525W-A	SNA2
YDL190C	UFD2
YDL047W	SIT4
YDR099W	BMH2
YDR092W	UBC13
YDR164C	SEC1
YDR058C	TGL2
YDL020C	RPN4
YDL025C	RTK1
YDR374C	PHO92
YDL207W	GLE1
YDR270W	CCC2
YDR152W	GIR2
YDL148C	NOP14
YDR379C-A	SDH6
YDR218C	SPR28
YDL018C	ERP3
YDR507C	GIN4
YDL003W	MCD1
YDR371W	CTS2
YDR359C	EAF1
YDL133W	SRF1
YDR335W	MSN5
YDR351W	SBE2
YDL150W	RPC53
YDR171W	HSP42
YDR364C	CDC40
YDR309C	GIC2
YDL239C	ADY3
YDL156W	CMR1
YDL085W	NDE2
YDR300C	PRO1
YDL168W	SFA1
YDR360W	OPI7
YDR195W	REF2
YDR321W	ASP1
YDR237W	MRPL7
YDL127W	PCL2
YDR107C	TMN2
YDR472W	TRS31
YDL030W	PRP9
YDR468C	TLG1
YDL084W	SUB2
YDL203C	ACK1
YDR285W	ZIP1
YDL229W	SSB1
YDR329C	PEX3
YDR034C	LYS14
YDR009W	GAL3
YDR488C	PAC11
YDR103W	STE5
YDR336W	MRX8
YDL101C	DUN1
YDR162C	NBP2
YDR312W	SSF2
YDL061C	RPS29B
YDL040C	NAT1
YDR145W	TAF12
YDL231C	BRE4
YDR190C	RVB1
YDL064W	UBC9
YDR463W	STP1
YDR449C	UTP6
YDL035C	GPR1
YDR074W	TPS2
YDR525W	API2
YDR257C	RKM4
YDR402C	DIT2
YDR450W	RPS18A
YDR376W	ARH1
YDR161W	ACL4
YDR189W	SLY1
YDR524C	AGE1
YDL237W	AIM6
YDR188W	CCT6
YDL133C-A	RPL41B
YDR531W	CAB1
YDR226W	ADK1
YDL054C	MCH1
YDL205C	HEM3
YDR496C	PUF6
YDR313C	PIB1
YDL108W	KIN28
YDL147W	RPN5
YDL081C	RPP1A
YDR283C	GCN2
YDR261C	EXG2
YDL074C	BRE1
YDL091C	UBX3
YDR346C	SVF1
YDR072C	IPT1
YDR242W	AMD2
YDR323C	PEP7
YDR486C	VPS60
YDR420W	HKR1
YDL122W	UBP1
YDR390C	UBA2
YDR481C	PHO8
YDR318W	MCM21
YDL105W	NSE4
YDL141W	BPL1
YDR400W	URH1
YDR522C	SPS2
YDL173W	PAR32
YDR279W	RNH202
YDR281C	PHM6
YDR213W	UPC2
YDR179W-A	NVJ3
YDR330W	UBX5
YDR106W	ARP10
YDL178W	DLD2
YDR484W	VPS52
YDR308C	SRB7
YDL192W	ARF1
YDL202W	MRPL11
YDR146C	SWI5
YDR241W	BUD26
YDL185W	VMA1
YDR251W	PAM1
YDR192C	NUP42
YDR368W	YPR1
YDR494W	RSM28
YDR399W	HPT1
YDR070C	FMP16
YDR138W	HPR1
YDR031W	MIX14
YDR255C	RMD5
YDL060W	TSR1
YDR067C	OCA6
YDR126W	SWF1
YDR315C	IPK1
YDL126C	CDC48
YDR345C	HXT3
YDR079W	PET100
YDR292C	SRP101
YDR282C	MRX10
YDR170C	SEC7
YDR174W	HMO1
YDL048C	STP4
YDR500C	RPL37B
YDR112W	IRC2
YDR538W	PAD1
YDR301W	CFT1
YDR412W	RRP17
YDR530C	APA2
YDR227W	SIR4
YDR041W	RSM10
YDL008W	APC11
YDR234W	LYS4
YDR511W	SDH7
YDR519W	FPR2
YDR465C	RMT2
YDL001W	RMD1
YDR454C	GUK1
YDR013W	PSF1
YDR076W	RAD55
YDL095W	PMT1
YDL130W	RPP1B
YDR100W	TVP15
YDR479C	PEX29
YDL117W	CYK3
YDR140W	MTQ2
YDR381W	YRA1
YDR062W	LCB2
YDR143C	SAN1
YDL053C	PBP4
YDR223W	CRF1
YDL037C	BSC1
YDL167C	NRP1
YDR517W	GRH1
YDL226C	GCS1
YDL134C	PPH21
YDR117C	TMA64
YDR314C	RAD34
YDR440W	DOT1
YDR303C	RSC3
YDL078C	MDH3
YDL238C	GUD1
YDR529C	QCR7
YDR437W	GPI19
YDR452W	PPN1
YDR347W	MRP1
YDR490C	PKH1
YDR516C	EMI2
YDL193W	NUS1
YDL137W	ARF2
YDR235W	PRP42
YDR233C	RTN1
YDR388W	RVS167
YDR049W	VMS1
YDL194W	SNF3
YDR021W	FAL1
YDR353W	TRR1
YDR051C	DET1
YDR288W	NSE3
YDR141C	DOP1
YDR194C	MSS116
YDR424C	DYN2
YDR054C	CDC34
YDR122W	KIN1
YDR184C	ATC1
YDL240W	LRG1
YDR056C	EMC10
YDL042C	SIR2
YDR185C	UPS3
YDR328C	SKP1
YDR280W	RRP45
YDR098C	GRX3
YDR005C	MAF1
YDR423C	CAD1
YDR017C	KCS1
YDR419W	RAD30
YDR464W	SPP41
YDL210W	UGA4
YDR395W	SXM1
YDL222C	FMP45
YDR372C	VPS74
YDR325W	YCG1
YDR216W	ADR1
YDR082W	STN1
YDL224C	WHI4
YDR498C	SEC20
YDR006C	SOK1
YDR182W	CDC1
YDL102W	POL3
YDL179W	PCL9
YDL067C	COX9
YDR030C	RAD28
YDR020C	DAS2
YDR527W	RBA50
YDR333C	RQC1
YDL093W	PMT5
YDL043C	PRP11
YDR139C	RUB1
YDR322C-A	TIM11
YDL130W-A	STF1
YDR260C	SWM1
YDL017W	CDC7
YDR073W	SNF11
YDL069C	CBS1
YDR461W	MFA1
YDR435C	PPM1
YDL063C	SYO1
YDR121W	DPB4
YDR178W	SDH4
YDL013W	SLX5
YDR534C	FIT1
YDR392W	SPT3
YDL132W	CDC53
YDR202C	RAV2
YDR211W	GCD6
YDR110W	FOB1
tG(CCC)D	SUF3
YDR167W	TAF10
YDR156W	RPA14
YDL223C	HBT1
YDR075W	PPH3
YDR039C	ENA2
YDL088C	ASM4
YDL215C	GDH2
YDR297W	SUR2
YDR348C	PAL1
YDL169C	UGX2
YDR007W	TRP1
YDL195W	SEC31
YDR263C	DIN7
YDR429C	TIF35
YDR119W-A	COX26
YDR421W	ARO80
YDL198C	GGC1
YDL120W	YFH1
YDR379W	RGA2
YDL029W	ARP2
YDR205W	MSC2
YDR369C	XRS2
YDR088C	SLU7
YDR411C	DFM1
YDR441C	APT2
YDR446W	ECM11
YDL059C	RAD59
YDR016C	DAD1
YDR430C	CYM1
YDR374W-A	WIP1
YDR293C	SSD1
YDR459C	PFA5
YDR217C	RAD9
YDR052C	DBF4
YDL027C	MRX9
YDR104C	SPO71
YDL136W	RPL35B
YDR078C	SHU2
YDR068W	DOS2
YDL080C	THI3
YDR252W	BTT1
YDL046W	NPC2
YDR540C	IRC4
YDR181C	SAS4
YDL200C	MGT1
YDR108W	TRS85
YDR337W	MRPS28
YDR356W	SPC110
YDL235C	YPD1
YDL245C	HXT15
YOR185C	GSP2
YOR237W	HES1
YOL048C	RRT8
YOL144W	NOP8
YOL072W	THP1
YOR214C	SPR2
YOL119C	MCH4
YOR206W	NOC2
YOR341W	RPA190
YOL088C	MPD2
YOR160W	MTR10
YOR084W	LPX1
YOR039W	CKB2
YOR264W	DSE3
YOR281C	PLP2
YOR230W	WTM1
YOR144C	ELG1
YOL081W	IRA2
YOL052C	SPE2
YOR285W	RDL1
YOR058C	ASE1
YOR270C	VPH1
YOL154W	ZPS1
YOR115C	TRS33
YOL003C	PFA4
YOR258W	HNT3
YOL103W	ITR2
YOR215C	AIM41
YOL095C	HMI1
YOL063C	CRT10
YOR231W	MKK1
YOR021C	SFM1
YOR120W	GCY1
YOL038W	PRE6
YOR023C	AHC1
YOL124C	TRM11
YOR212W	STE4
YOL120C	RPL18A
YOR181W	LAS17
YOR335C	ALA1
YOL161C	PAU20
YOL122C	SMF1
YOR252W	TMA16
YOR157C	PUP1
YOR274W	MOD5
YOR093C	CMR2
YOL065C	INP54
YOR092W	ECM3
YOR207C	RET1
YOL005C	RPB11
YOL020W	TAT2
YOL053W	AIM39
YOL117W	RRI2
YOR038C	HIR2
YOR303W	CPA1
YOR137C	SIA1
YOL034W	SMC5
YOR190W	SPR1
YOL039W	RPP2A
YOR349W	CIN1
YOL090W	MSH2
YOR271C	FSF1
YOR173W	DCS2
YOR106W	VAM3
YOR108W	LEU9
YOL149W	DCP1
YOR295W	UAF30
YOR132W	VPS17
YOR216C	RUD3
YOR099W	KTR1
YOR001W	RRP6
YOR009W	TIR4
YOR204W	DED1
YOR209C	NPT1
YOR284W	HUA2
YOR036W	PEP12
YOR154W	SLP1
YOR048C	RAT1
YOL073C	DSC2
YOL152W	FRE7
YOL101C	IZH4
YOR085W	OST3
YOR227W	HER1
YOR159C	SME1
YOR372C	NDD1
YOR112W	CEX1
YOR229W	WTM2
YOR068C	VAM10
YOR251C	TUM1
YOR130C	ORT1
YOR119C	RIO1
YOR008C	SLG1
YOL011W	PLB3
YOR202W	HIS3
YOR266W	PNT1
YOR140W	SFL1
YOR004W	UTP23
YOR308C	SNU66
YOR032C	HMS1
YOR311C	DGK1
YOL138C	RTC1
YOL151W	GRE2
YOR330C	MIP1
YOR142W	LSC1
YOR017W	PET127
YOR394W	PAU21
YOR002W	ALG6
YOR194C	TOA1
YOR298C-A	MBF1
YOL069W	NUF2
YOR014W	RTS1
YOR346W	REV1
YOR044W	IRC23
YOR275C	RIM20
YOR174W	MED4
YOR336W	KRE5
YOL094C	RFC4
YOR122C	PFY1
YOR256C	TRE2
YOL137W	BSC6
YOR350C	MNE1
YOR196C	LIP5
YOR380W	RDR1
YOR369C	RPS12
YOL132W	GAS4
YOR260W	GCD1
YOR373W	NUD1
YOR163W	DDP1
YOL042W	NGL1
YOR316C	COT1
YOR326W	MYO2
YOR332W	VMA4
YOL002C	IZH2
YOR193W	PEX27
YOR243C	PUS7
YOR126C	IAH1
YOR070C	GYP1
YOR328W	PDR10
YOL056W	GPM3
YOR098C	NUP1
YOL110W	SHR5
YOR213C	SAS5
YOR253W	NAT5
YOL113W	SKM1
YOR060C	SLD7
YOL076W	MDM20
YOR381W	FRE3
YOR113W	AZF1
YOR273C	TPO4
YOL147C	PEX11
YOR178C	GAC1
YOR188W	MSB1
YOL159C	CSS3
YOR382W	FIT2
YOR363C	PIP2
YOR069W	VPS5
YOR075W	UFE1
YOR124C	UBP2
YOL025W	LAG2
YOR057W	SGT1
YOR265W	RBL2
YOL127W	RPL25
YOR107W	RGS2
YOL142W	RRP40
YOR239W	ABP140
YOL091W	SPO21
YOR317W	FAA1
YOR370C	MRS6
tM(CAU)O1	IMT1
YOR211C	MGM1
YOR191W	ULS1
YOL064C	MET22
YOL049W	GSH2
YOL043C	NTG2
YOR043W	WHI2
YOR104W	PIN2
YOL114C	PTH4
YOR220W	RCN2
YOR378W	AMF1
YOL059W	GPD2
YOR386W	PHR1
YOL027C	MDM38
YOL155C	HPF1
YOR375C	GDH1
YOR100C	CRC1
YOL026C	MIM1
YOL012C	HTZ1
YOR026W	BUB3
YOR359W	VTS1
YOR250C	CLP1
YOL013C	HRD1
YOR272W	YTM1
tG(GCC)O2	SUF17
YOL082W	ATG19
YOR035C	SHE4
YOL016C	CMK2
YOR007C	SGT2
YOR361C	PRT1
YOL158C	ENB1
YOR315W	SFG1
YOR010C	TIR2
YOR384W	FRE5
YOR234C	RPL33B
YOL045W	PSK2
YOL128C	YGK3
YOR360C	PDE2
YOL097C	WRS1
YOR164C	GET4
YOR175C	ALE1
YOR086C	TCB1
YOR242C	SSP2
YOR155C	ISN1
YOL030W	GAS5
YOR323C	PRO2
YOL017W	ESC8
YOR233W	KIN4
YOR083W	WHI5
YOL010W	RCL1
YOR118W	RTC5
YOR128C	ADE2
YOL125W	TRM13
YOL004W	SIN3
YOR177C	MPC54
YOR166C	SWT1
YOR006C	TSR3
YOR324C	FRT1
YOR033C	EXO1
YOL033W	MSE1
YOL070C	NBA1
YOR116C	RPO31
YOL067C	RTG1
YOR145C	PNO1
YOR304C-A	BIL1
YOR192C	THI72
YOL109W	ZEO1
YOR078W	BUD21
YOR134W	BAG7
YOR368W	RAD17
YOL111C	MDY2
YOR168W	GLN4
YOR226C	ISU2
YOR334W	MRS2
YOR241W	MET7
tP(UGG)O2	SUF11
YOR245C	DGA1
YOL009C	MDM12
YOR153W	PDR5
YOR358W	HAP5
YOR267C	HRK1
YOR081C	TGL5
YOL145C	CTR9
YOL156W	HXT11
YOR322C	LDB19
YOL044W	PEX15
YOR054C	VHS3
YOL031C	SIL1
YOR306C	MCH5
YOR261C	RPN8
YOR293W	RPS10A
YOR339C	UBC11
YOR067C	ALG8
YOR312C	RPL20B
YOR094W	ARF3
YOL135C	MED7
YOL105C	WSC3
YOR197W	MCA1
YOL104C	NDJ1
YOR262W	GPN2
YOR167C	RPS28A
YOL015W	IRC10
YOR161C	PNS1
YOR393W	ERR1
YOR210W	RPB10
YOL087C	DUF1
YOR127W	RGA1
YOR184W	SER1
YOR150W	MRPL23
YOR179C	SYC1
YOR340C	RPA43
YOR354C	MSC6
YOR217W	RFC1
YOR298W	MUM3
YOL006C	TOP1
YOR259C	RPT4
YOR320C	GNT1
YOR222W	ODC2
YOL165C	AAD15
YOL007C	CSI2
YOR307C	SLY41
YOL051W	GAL11
YOR091W	TMA46
YOR079C	ATX2
YOL022C	TSR4
YOR278W	HEM4
YOL148C	SPT20
YOL078W	AVO1
YOR089C	VPS21
YOL098C	SDD3
YOR171C	LCB4
YOL089C	HAL9
YOR095C	RKI1
YOL146W	PSF3
YOR224C	RPB8
YOR286W	RDL2
YOR046C	DBP5
tG(CCC)O	SUF5
YOR388C	FDH1
YOR228C	MCP1
YOL112W	MSB4
YOR141C	ARP8
YOR049C	RSB1
YOL143C	RIB4
YOR172W	YRM1
YOR149C	SMP3
YOL164W	BDS1
YOR011W	AUS1
YOR071C	NRT1
YOR022C	DDL1
YOR125C	CAT5
YOL141W	PPM2
YOR101W	RAS1
YOR383C	FIT3
YOR056C	NOB1
YOR246C	ENV9
YOR042W	CUE5
YOR236W	DFR1
YOR183W	FYV12
YOR176W	HEM15
YOR367W	SCP1
YOR297C	TIM18
YOR310C	NOP58
YOR063W	RPL3
YOR189W	IES4
YOL129W	VPS68
YOR280C	FSH3
YOR037W	CYC2
YOR090C	PTC5
YOR313C	SPS4
YOL032W	OPI10
YOR158W	PET123
YOR162C	YRR1
YOL092W	YPQ1
YOL061W	PRS5
YOR232W	MGE1
YOR219C	STE13
YOR182C	RPS30B
YOR294W	RRS1
YOR288C	MPD1
YOR110W	TFC7
YOR040W	GLO4
YOL083W	ATG34
YOL136C	PFK27
YOL130W	ALR1
YOL021C	DIS3
YOL077W-A	ATP19
YOR319W	HSH49
YOR030W	DFG16
YOR291W	YPK9
YOL077C	BRX1
YOR390W	FEX1
YOL052C-A	DDR2
YOR123C	LEO1
YOR013W	IRC11
YOR249C	APC5
YOR362C	PRE10
YOL058W	ARG1
YOR143C	THI80
YOR347C	PYK2
YOL157C	IMA2
YOR321W	PMT3
YOL008W	COQ10
YOR279C	RFM1
YOR180C	DCI1
YOL055C	THI20
YOL139C	CDC33
YOR287C	RRP36
YOR198C	BFR1
YOL054W	PSH1
YOR034C	AKR2
YOR374W	ALD4
YOR018W	ROD1
YOL084W	PHM7
YOR391C	HSP33
YOR327C	SNC2
YOR352W	TFB6
YOR348C	PUT4
YOL115W	PAP2
YOR066W	MSA1
YOL096C	COQ3
tM(CAU)O2	EMT2
YOR020C	HSP10
YOR133W	EFT1
YOR356W	CIR2
YOR208W	PTP2
YOR357C	SNX3
YOR276W	CAF20
YOR247W	SRL1
YOL047C	LDS2
YOR221C	MCT1
YOR344C	TYE7
YOR269W	PAC1
YOR152C	ATG40
YOR103C	OST2
YOR377W	ATF1
YOR129C	AFI1
YOR156C	NFI1
YOR329C	SCD5
YOR351C	MEK1
YOL040C	RPS15
YOR051C	ETT1
YOR003W	YSP3
YOR064C	YNG1
YOR073W	SGO1
YOR201C	MRM1
YOR065W	CYT1
YOR045W	TOM6
YOL018C	TLG2
YOL133W	HRT1
YOR087W	YVC1
YOL028C	YAP7
YOL086C	ADH1
YOL108C	INO4
YOL023W	IFM1
YOR165W	SEY1
YOL068C	HST1
YOR138C	RUP1
YOR016C	ERP4
YOL121C	RPS19A
YOL126C	MDH2
YOR235W	IRC13
YOR080W	DIA2
YOR028C	CIN5
YOR109W	INP53
YOL093W	TRM10
YOR147W	MDM32
YOR254C	SEC63
YOL080C	REX4
tY(GUA)O	SUP3
YOR136W	IDH2
YOR205C	GEP3
YOR305W	RRG7
YOR195W	SLK19
YOL123W	HRP1
YOL086W-A	MHF1
YOR337W	TEA1
YOL100W	PKH2
YOR255W	OSW1
YOR304W	ISW2
YOR077W	RTS2
YOR074C	CDC21
YOR117W	RPT5
YOL066C	RIB2
YOR396W	YRF1-8
YOR151C	RPB2
YOR187W	TUF1
YOL001W	PHO80
YOR005C	DNL4
YOR355W	GDS1
YOR290C	SNF2
YOR047C	STD1
YOR244W	ESA1
YOL102C	TPT1
YOL060C	MAM3
YOL041C	NOP12
YOL116W	MSN1
YOR353C	SOG2
YOR299W	BUD7
YOR096W	RPS7A
YOR148C	SPP2
YOR301W	RAX1
YOR257W	CDC31
YOR135C	IRC14
YOR223W	DSC3
YOR076C	SKI7
YOR061W	CKA2
YOR025W	HST3
YOR371C	GPB1
YOL140W	ARG8
YOL062C	APM4
tG(UCC)O	SUF1
YOR027W	STI1
YGL087C	MMS2
YGL156W	AMS1
YGR251W	NOP19
YGR162W	TIF4631
YGR005C	TFG2
YGL160W	AIM14
YGL211W	NCS6
YGR141W	VPS62
YGL097W	SRM1
YGR030C	POP6
YGR224W	AZR1
YGR142W	BTN2
YGR186W	TFG1
YGR181W	TIM13
YGR082W	TOM20
YGL028C	SCW11
YGL021W	ALK1
YGL110C	CUE3
YGR167W	CLC1
YGL017W	ATE1
YGR156W	PTI1
YGR197C	SNG1
YGR041W	BUD9
YGL079W	KXD1
YGL107C	RMD9
YGL168W	HUR1
YGL228W	SHE10
YGR183C	QCR9
YGL050W	TYW3
YGR086C	PIL1
YGL145W	TIP20
YGR098C	ESP1
YGR074W	SMD1
YGL098W	USE1
YGL096W	TOS8
YGR172C	YIP1
YGR194C	XKS1
YGL026C	TRP5
YGL213C	SKI8
YGL248W	PDE1
YGL075C	MPS2
YGL256W	ADH4
YGL012W	ERG4
YGR161C	RTS3
YGR274C	TAF1
YGR031C-A	NAG1
YGL037C	PNC1
YGL252C	RTG2
YGL250W	RMR1
YGR260W	TNA1
YGR159C	NSR1
YGR006W	PRP18
YGL121C	GPG1
YGL040C	HEM2
YGR097W	ASK10
YGL170C	SPO74
YGL166W	CUP2
YGL104C	VPS73
YGR149W	GPC1
YGR195W	SKI6
YGR250C	RIE1
YGL155W	CDC43
YGL216W	KIP3
YGR029W	ERV1
YGL125W	MET13
YGR038W	ORM1
YGR008C	STF2
YGR248W	SOL4
YGL094C	PAN2
YGR131W	FHN1
YGR163W	GTR2
YGR279C	SCW4
YGL022W	STT3
YGR271W	SLH1
YGL025C	PGD1
YGR031W	IMO32
YGL113W	SLD3
YGR188C	BUB1
YGL162W	SUT1
YGL084C	GUP1
YGL196W	DSD1
YGR230W	BNS1
YGR084C	MRP13
YGL222C	EDC1
YGR166W	TRS65
YGR152C	RSR1
YGL210W	YPT32
YGR157W	CHO2
YGL240W	DOC1
YGR085C	RPL11B
YGL146C	RRT6
YGL153W	PEX14
YGR075C	PRP38
YGL169W	SUA5
YGR187C	HGH1
YGL167C	PMR1
YGR217W	CCH1
YGR068C	ART5
YGR296W	YRF1-3
YGR177C	ATF2
