Ensembl_gene_ID	HGNC_symbol
ENSRNOG00000015140	Trmt13
ENSRNOG00000056325	Mocs2
ENSRNOG00000038330	C2h4orf33
ENSRNOG00000033693	Naip6
ENSRNOG00000014002	St7l
ENSRNOG00000018193	Poc5
ENSRNOG00000016550	Dclk2
ENSRNOG00000065128	Naip5
ENSRNOG00000031974	Pcdh10
ENSRNOG00000010575	Dapp1
ENSRNOG00000016541	Enc1
ENSRNOG00000030237	Cox7c
ENSRNOG00000020272	Elapor1
ENSRNOG00000013660	Cog6
ENSRNOG00000009808	Ift80
ENSRNOG00000009980	Plpp1
ENSRNOG00000015211	Sass6
ENSRNOG00000071130	Sprr2g
ENSRNOG00000019328	Phgdh
ENSRNOG00000010274	Smc4
ENSRNOG00000055839	LOC120101362
ENSRNOG00000069322	LOC120101140
ENSRNOG00000068300	Rnu6-259
ENSRNOG00000059275	LOC120101325
ENSRNOG00000013741	Ube2d3
ENSRNOG00000067967	LOC120101163
ENSRNOG00000062483	Rnu2-24
ENSRNOG00000058654	Mex3a
ENSRNOG00000057918	LOC120101320
ENSRNOG00000056991	LOC120101176
ENSRNOG00000063017	LOC120101223
ENSRNOG00000070969	LOC120101317
ENSRNOG00000023640	Rab25
ENSRNOG00000029209	Rnf13
ENSRNOG00000070213	LOC120101293
ENSRNOG00000028749	Atxn7l2
ENSRNOG00000053707	LOC120101300
ENSRNOG00000061349	Snora24
ENSRNOG00000050514	Ndufa3-ps3
ENSRNOG00000054199	Rnu1-80
ENSRNOG00000059307	LOC120101343
ENSRNOG00000010515	Trim59
ENSRNOG00000014350	Ccn1
ENSRNOG00000051865	Metazoa_SRP
ENSRNOG00000064800	LOC120101218
ENSRNOG00000064458	LOC120101371
ENSRNOG00000019908	Lamtor2
ENSRNOG00000061123	LOC120101328
ENSRNOG00000051873	LOC120101331
ENSRNOG00000063407	LOC120101142
ENSRNOG00000057151	Rnu6-406
ENSRNOG00000019933	Ubqln4
ENSRNOG00000064856	LOC120101393
ENSRNOG00000056743	LOC120101182
ENSRNOG00000069816	LOC120101109
ENSRNOG00000064178	LOC120101186
ENSRNOG00000052763	LOC120101256
ENSRNOG00000054541	LOC120101326
ENSRNOG00000059609	LOC120101358
ENSRNOG00000020297	Gon4l
ENSRNOG00000061529	Rnu6-1158
ENSRNOG00000052672	LOC120101257
ENSRNOG00000021068	Pip5k1a
ENSRNOG00000067493	LOC120101382
ENSRNOG00000070998	LOC120101175
ENSRNOG00000064698	Rnu6-1303
ENSRNOG00000036429	Mir551b
ENSRNOG00000040385	Mir760
ENSRNOG00000047006	Mir2985
ENSRNOG00000048716	Mir3541
ENSRNOG00000035483	Mir15b
ENSRNOG00000035504	Mir16
ENSRNOG00000050085	Mir6314
ENSRNOG00000020863	Oaz3
ENSRNOG00000041792	Mir1895
ENSRNOG00000036423	Mir92b
ENSRNOG00000040434	Mir582
ENSRNOG00000035551	Mir3597-1
ENSRNOG00000035617	Mir186
ENSRNOG00000035622	Mir449a
ENSRNOG00000035628	Mir3597-2
ENSRNOG00000035499	Mir124-2
ENSRNOG00000035491	Mir137
ENSRNOG00000043562	Mir1956
ENSRNOG00000036435	Mir449c
ENSRNOG00000041245	Mir190b
ENSRNOG00000031174	Arnt
ENSRNOG00000069791	Rnvu1-6
ENSRNOG00000065319	Rnu6-482
ENSRNOG00000058729	LOC120101311
ENSRNOG00000055084	LOC120101230
ENSRNOG00000055177	LOC120101282
ENSRNOG00000067398	LOC120101262
ENSRNOG00000055615	LOC120101170
ENSRNOG00000060780	LOC120101238
ENSRNOG00000053927	LOC120101376
ENSRNOG00000054350	LOC120101287
ENSRNOG00000053892	LOC120101308
ENSRNOG00000053050	LOC120101209
ENSRNOG00000055668	LOC120101360
ENSRNOG00000054318	LOC120101236
ENSRNOG00000058113	LOC120101212
ENSRNOG00000058966	LOC120101229
ENSRNOG00000054887	LOC120101367
ENSRNOG00000054477	Rnu6-318
ENSRNOG00000051850	LOC120101374
ENSRNOG00000055556	LOC120101356
ENSRNOG00000052749	Rnu5e-5
ENSRNOG00000064165	LOC120101145
ENSRNOG00000059208	LOC120101391
ENSRNOG00000064706	Rnu6-777
ENSRNOG00000069036	LOC120101220
ENSRNOG00000060967	LOC120101108
ENSRNOG00000053823	LOC120101162
ENSRNOG00000056549	LOC120101339
ENSRNOG00000058502	LOC120101351
ENSRNOG00000010533	Arfip1
ENSRNOG00000056971	LOC120101398
ENSRNOG00000058747	LOC120101191
ENSRNOG00000057704	Rnu6atac
ENSRNOG00000053898	LOC120101240
ENSRNOG00000051673	LOC120101323
ENSRNOG00000070085	LOC120101150
ENSRNOG00000051930	LOC120101375
ENSRNOG00000058028	Rnu6-857
ENSRNOG00000064110	LOC120101149
ENSRNOG00000069482	LOC120101322
ENSRNOG00000011696	Lifr
ENSRNOG00000058027	LOC120101237
ENSRNOG00000070871	LOC120101355
ENSRNOG00000067788	LOC120101299
ENSRNOG00000068568	LOC120101126
ENSRNOG00000054271	LOC120101161
ENSRNOG00000065672	LOC120101333
ENSRNOG00000068833	LOC120101277
ENSRNOG00000056349	Rnu2-64
ENSRNOG00000070410	LOC120101310
ENSRNOG00000052247	Manba
ENSRNOG00000070928	LOC120101288
ENSRNOG00000068384	LOC120101278
ENSRNOG00000070242	Tent5c
ENSRNOG00000056961	Rnu1-52
ENSRNOG00000060857	LOC120101219
ENSRNOG00000048993	Metazoa_SRP
ENSRNOG00000053190	AABR07012635.1
ENSRNOG00000062782	LOC120101155
ENSRNOG00000051388	LOC120101321
ENSRNOG00000061565	LOC120101361
ENSRNOG00000057328	LOC120101204
ENSRNOG00000071043	LOC120101283
ENSRNOG00000061427	LOC120101232
ENSRNOG00000070728	Rnu1-83
ENSRNOG00000065295	Rnu2-66
ENSRNOG00000071203	Rnu6-492
ENSRNOG00000019470	Hao2
ENSRNOG00000053499	LOC120101349
ENSRNOG00000069691	LOC120101279
ENSRNOG00000066990	LOC120101123
ENSRNOG00000064425	LOC120101147
ENSRNOG00000056093	RNaseP_nuc
ENSRNOG00000056123	LOC120101307
ENSRNOG00000068654	LOC120101128
ENSRNOG00000060908	LOC120101392
ENSRNOG00000069677	LOC120101136
ENSRNOG00000062488	LOC120101272
ENSRNOG00000067795	LOC120101168
ENSRNOG00000067019	LOC120101266
ENSRNOG00000066699	LOC120101250
ENSRNOG00000051871	LOC120101329
ENSRNOG00000057841	LOC120101388
ENSRNOG00000064261	LOC120101294
ENSRNOG00000064924	LOC120101263
ENSRNOG00000055558	LOC120101196
ENSRNOG00000071164	LOC120101110
ENSRNOG00000068249	LOC120101120
ENSRNOG00000064733	LOC120101197
ENSRNOG00000069242	LOC120101131
ENSRNOG00000068704	LOC120101164
ENSRNOG00000068904	LOC120101316
ENSRNOG00000063349	LOC120101153
ENSRNOG00000061534	LOC120101352
ENSRNOG00000059407	LOC120101255
ENSRNOG00000042283	Zfp267
ENSRNOG00000068155	LOC120101222
ENSRNOG00000058770	LOC120101298
ENSRNOG00000070453	RNaseP_nuc
ENSRNOG00000067293	LOC120101154
ENSRNOG00000054062	Rnu6-503
ENSRNOG00000020869	mrpl9
ENSRNOG00000062689	LOC120101119
ENSRNOG00000062800	LOC120101112
ENSRNOG00000065482	Rnu2-60
ENSRNOG00000059573	LOC120101354
ENSRNOG00000057916	LOC120101338
ENSRNOG00000058807	LOC120101353
ENSRNOG00000020357	Msto1
ENSRNOG00000028350	Arsl
ENSRNOG00000009997	Erap1
ENSRNOG00000015553	Gatad2b
ENSRNOG00000059568	Ugt3a2
ENSRNOG00000013372	Shisal2b
ENSRNOG00000059512	Tdpoz1-ps4
ENSRNOG00000037310	Riiad1
ENSRNOG00000013002	Gpbp1
ENSRNOG00000020875	Celf3
ENSRNOG00000010125	Mtrex
ENSRNOG00000017516	Bcl9
ENSRNOG00000019940	Ssr2
ENSRNOG00000037190	Cd101
ENSRNOG00000012770	Spata9
ENSRNOG00000070497	LOC120101040
ENSRNOG00000010147	Pdcd10
ENSRNOG00000023588	Dmgdh
ENSRNOG00000047158	Selenbp1
ENSRNOG00000011150	Arsb
ENSRNOG00000068662	S100a7l2
ENSRNOG00000015502	Hiat1-ps1
ENSRNOG00000019441	Hsd3b2
ENSRNOG00000012819	Gdnf
ENSRNOG00000010286	Cast
ENSRNOG00000029304	Aggf1
ENSRNOG00000016835	Sycp1
ENSRNOG00000012278	Fgf10
ENSRNOG00000009582	Rpe65
ENSRNOG00000061862	Zbtb10
ENSRNOG00000070749	Rpl12-ps2
ENSRNOG00000019957	Lrig2
ENSRNOG00000013950	Aadac
ENSRNOG00000010263	Cldn11
ENSRNOG00000058633	LOC120101146
ENSRNOG00000022101	Crabp2
ENSRNOG00000070756	LOC120101330
ENSRNOG00000022929	Mtmr12
ENSRNOG00000060124	LOC120101248
ENSRNOG00000064400	LOC120101217
ENSRNOG00000059951	LOC120101350
ENSRNOG00000042332	Slc44a5
ENSRNOG00000070224	LOC120101246
ENSRNOG00000060497	Metazoa_SRP
ENSRNOG00000058851	LOC120101332
ENSRNOG00000058175	LOC120101249
ENSRNOG00000016213	Ssbp2
ENSRNOG00000053571	LOC120101208
ENSRNOG00000051368	Rnu6-1277
ENSRNOG00000052881	LOC120101345
ENSRNOG00000061379	C7
ENSRNOG00000068553	LOC120101124
ENSRNOG00000069719	LOC120101214
ENSRNOG00000066468	LOC120101261
ENSRNOG00000061066	Rnu6-1286
ENSRNOG00000060354	LOC120101207
ENSRNOG00000061089	LOC120101364
ENSRNOG00000053220	LOC120101244
ENSRNOG00000068791	LOC120101275
ENSRNOG00000033192	Osmr
ENSRNOG00000069141	LOC120101269
ENSRNOG00000070429	LOC120101114
ENSRNOG00000011360	Dkk2
ENSRNOG00000059221	LOC120101295
ENSRNOG00000056460	LOC120101173
ENSRNOG00000010535	Cdh18
ENSRNOG00000052892	LOC120101284
ENSRNOG00000057431	LOC120101301
ENSRNOG00000065070	LOC120101381
ENSRNOG00000020027	Arhgef2
ENSRNOG00000059290	LOC120101281
ENSRNOG00000009577	Ndst4
ENSRNOG00000017890	Crhbp
ENSRNOG00000055118	LOC120101254
ENSRNOG00000053651	LOC120101251
ENSRNOG00000045639	RGD1560883
ENSRNOG00000065463	LOC120101166
ENSRNOG00000019738	Gpr61
ENSRNOG00000055965	Rnu6-632
ENSRNOG00000055509	Rnu1-123
ENSRNOG00000061146	Gar1
ENSRNOG00000060162	Rnu6-909
ENSRNOG00000012810	Rfesd
ENSRNOG00000053550	Itga1
ENSRNOG00000058079	LOC120101183
ENSRNOG00000060964	Rnu1-56
ENSRNOG00000065134	LOC120101258
ENSRNOG00000060747	Rnu6-278
ENSRNOG00000069987	LOC120101378
ENSRNOG00000017876	Dnajc21
ENSRNOG00000054044	LOC120101347
ENSRNOG00000057801	Rnu4-64
ENSRNOG00000056416	LOC120101297
ENSRNOG00000053400	Cfi
ENSRNOG00000062341	LOC120101286
ENSRNOG00000028872	Rai14
ENSRNOG00000010369	Dhx29
ENSRNOG00000061128	Pelo
ENSRNOG00000026392	Cdh12
ENSRNOG00000059059	Skp2
ENSRNOG00000051682	Zcchc9
ENSRNOG00000053243	LOC120101242
ENSRNOG00000014443	Pde5a
ENSRNOG00000052874	LOC120101324
ENSRNOG00000070358	LOC120101280
ENSRNOG00000010454	Ccno
ENSRNOG00000055813	LOC120101241
ENSRNOG00000012655	Adamts6
ENSRNOG00000019037	AABR07008724.1
ENSRNOG00000070016	LOC120101271
ENSRNOG00000062872	LOC120100121
ENSRNOG00000014686	Kcnd3
ENSRNOG00000044194	Snora47
ENSRNOG00000054864	LOC120101365
ENSRNOG00000065337	LOC120101304
ENSRNOG00000010824	Parp8
ENSRNOG00000062354	LOC120101172
ENSRNOG00000065986	Rnu6-999
ENSRNOG00000054751	Lmbrd2
ENSRNOG00000069913	LOC120101159
ENSRNOG00000053795	Snord45a
ENSRNOG00000010081	Tmem144
ENSRNOG00000056420	Snord45c
ENSRNOG00000060388	LOC120101235
ENSRNOG00000058700	LOC120101318
ENSRNOG00000009465	Sfrp2
ENSRNOG00000056880	LOC120101239
ENSRNOG00000064742	Atp5pb
ENSRNOG00000055079	Ndufaf2
ENSRNOG00000053556	LOC120101305
ENSRNOG00000061866	LOC120101327
ENSRNOG00000017864	Bdp1
ENSRNOG00000067910	Rnu7-151
ENSRNOG00000017484	Gja5
ENSRNOG00000061788	Scarna18
ENSRNOG00000054881	LOC120101132
ENSRNOG00000038398	Slc25a31
ENSRNOG00000054369	LOC120101306
ENSRNOG00000061021	LOC120101127
ENSRNOG00000066722	LOC120101221
ENSRNOG00000045665	Amigo1
ENSRNOG00000059636	LOC120101252
ENSRNOG00000069685	LOC102550257
ENSRNOG00000068763	Rnu6-33
ENSRNOG00000058275	Spef2
ENSRNOG00000012982	Map9
ENSRNOG00000066126	LOC120101115
ENSRNOG00000068290	LOC120101113
ENSRNOG00000055772	LOC120101290
ENSRNOG00000057098	LOC120101369
ENSRNOG00000060403	LOC120101296
ENSRNOG00000009514	Mme
ENSRNOG00000060919	Snord72
ENSRNOG00000054088	RNaseP_nuc
ENSRNOG00000018353	Rad17
ENSRNOG00000069934	LOC120101138
ENSRNOG00000029670	RGD1564606
ENSRNOG00000058150	LOC120101342
ENSRNOG00000058255	LOC120101313
ENSRNOG00000024433	Fbxl7
ENSRNOG00000061362	LOC120101247
ENSRNOG00000045647	Hax1
ENSRNOG00000061190	LOC120101319
ENSRNOG00000056917	LOC120101385
ENSRNOG00000017420	Nudt6
ENSRNOG00000012354	Trim23
ENSRNOG00000055905	LOC120101335
ENSRNOG00000012136	Mrps30
ENSRNOG00000069742	LOC120101267
ENSRNOG00000068700	LOC120101107
ENSRNOG00000058816	Snord73a
ENSRNOG00000061470	LOC120101394
ENSRNOG00000013038	AABR07009572.1
ENSRNOG00000052487	Snord73b
ENSRNOG00000057752	LOC120101357
ENSRNOG00000039848	Taf9
ENSRNOG00000056780	LOC120101379
ENSRNOG00000018166	Prkab2
ENSRNOG00000011239	RGD1307595
ENSRNOG00000022636	Alpk1
ENSRNOG00000056607	LOC120101315
ENSRNOG00000062697	LOC120101167
ENSRNOG00000054290	LOC120101157
ENSRNOG00000023579	Tet2
ENSRNOG00000066350	LOC120101270
ENSRNOG00000055857	LOC120101259
ENSRNOG00000063018	Ak6
ENSRNOG00000009968	Ercc8
ENSRNOG00000054115	LOC120101231
ENSRNOG00000066403	LOC120101273
ENSRNOG00000067566	LOC120101341
ENSRNOG00000017462	Spata5
ENSRNOG00000002223	AABR07012587.1
ENSRNOG00000013535	Cdh6
ENSRNOG00000057470	Pla2g12a
ENSRNOG00000059004	Rnu2-72
ENSRNOG00000070670	Hsd3b5-ps1
ENSRNOG00000055382	Hcn1
ENSRNOG00000016394	Wdr77
ENSRNOG00000030104	Vom2r44
ENSRNOG00000012851	Dnajc5b
ENSRNOG00000012060	Gucy1b1
ENSRNOG00000014999	Tnpo1
ENSRNOG00000061058	Csde1
ENSRNOG00000047002	Fstl5
ENSRNOG00000013844	Fam172a
ENSRNOG00000017574	RGD1309110
ENSRNOG00000033837	Cdh9
ENSRNOG00000014139	Sclt1
ENSRNOG00000011631	Fst
ENSRNOG00000061213	Mrps36
ENSRNOG00000016342	Atg10
ENSRNOG00000010079	Car3
ENSRNOG00000010941	Tifa
ENSRNOG00000066617	LOC120100835
ENSRNOG00000032414	Tmem161b
ENSRNOG00000031024	Sirpal1
ENSRNOG00000046941	LOC100909964
ENSRNOG00000012505	Ppwd1
ENSRNOG00000053292	AABR07008876.1
ENSRNOG00000045778	AC119603.1
ENSRNOG00000046421	LOC108350036
ENSRNOG00000030039	AABR07009260.1
ENSRNOG00000009826	Bche
ENSRNOG00000068123	Gm21976
ENSRNOG00000010805	Fabp4
ENSRNOG00000023453	Lrba
ENSRNOG00000018230	Gtf2h2
ENSRNOG00000016912	Btf3
ENSRNOG00000056907	Nipbl
ENSRNOG00000010450	Elovl7
ENSRNOG00000010971	Snx18
ENSRNOG00000042471	Aadacl2fm3
ENSRNOG00000051687	LOC100910852
ENSRNOG00000025823	Rbm46
ENSRNOG00000009953	Snx16
ENSRNOG00000055439	AABR07008608.1
ENSRNOG00000026686	Ddx4
ENSRNOG00000039740	Cenpk
ENSRNOG00000024947	Fabp2
ENSRNOG00000023079	Nras
ENSRNOG00000027908	Actrt3
ENSRNOG00000025608	Lrat
ENSRNOG00000050263	AABR07012426.1
ENSRNOG00000014232	P2ry1
ENSRNOG00000011082	Fabp9
ENSRNOG00000026842	Nnt
ENSRNOG00000013294	Sh2d2a
ENSRNOG00000014793	Gpr149
ENSRNOG00000013507	Selenot
ENSRNOG00000017990	Ubap2l
ENSRNOG00000018865	Adamts12
ENSRNOG00000014039	Sucnr1
ENSRNOG00000043053	Zfp639
ENSRNOG00000020706	Kcnn3
ENSRNOG00000033064	Edil3
ENSRNOG00000022356	Zc2hc1a
ENSRNOG00000014654	C2h4orf3
ENSRNOG00000013177	Map3k1
ENSRNOG00000049743	Gstm5
ENSRNOG00000013409	Gclm
ENSRNOG00000017427	Pfn2
ENSRNOG00000021656	C2h1orf56
ENSRNOG00000031995	Smim15
ENSRNOG00000021116	Bnipl
ENSRNOG00000011553	Actl6a
ENSRNOG00000056151	Rasgrf2
ENSRNOG00000028052	RGD1563620
ENSRNOG00000030019	Atp1a1
ENSRNOG00000064945	Rbis
ENSRNOG00000010760	E2f5
ENSRNOG00000011639	Mrpl47
ENSRNOG00000015654	Ghr
ENSRNOG00000023258	Nfkb1
ENSRNOG00000049075	Fabp5
ENSRNOG00000010891	Lrrcc1
ENSRNOG00000021120	Prune1
ENSRNOG00000011441	Tpd52
ENSRNOG00000011949	Ndufb5
ENSRNOG00000038552	AABR07009978.1
ENSRNOG00000014549	Arhgef26
ENSRNOG00000053979	Egf
ENSRNOG00000054361	AABR07010370.1
ENSRNOG00000012095	Pkia
ENSRNOG00000027410	Ccdc125
ENSRNOG00000017758	Ns5atp4
ENSRNOG00000028156	Pld1
ENSRNOG00000018510	Cdk7
ENSRNOG00000037853	Rarres1
ENSRNOG00000042717	Ciart
ENSRNOG00000038008	RGD1560162
ENSRNOG00000052173	Ranbp3l
ENSRNOG00000021131	Mindy1
ENSRNOG00000039582	Cspg4b
ENSRNOG00000032630	Mrps28
ENSRNOG00000013045	Setd7
ENSRNOG00000009771	Cdh10
ENSRNOG00000059903	Thbs3
ENSRNOG00000010649	Ctnnd2
ENSRNOG00000053969	AABR07008681.1
ENSRNOG00000017428	Map1b
ENSRNOG00000031378	LOC120100784
ENSRNOG00000059750	C2H1orf54
ENSRNOG00000010461	Gpx8
ENSRNOG00000010747	Dap
ENSRNOG00000012734	Dcun1d1
ENSRNOG00000054157	Nadk2
ENSRNOG00000043502	Mindy4b
ENSRNOG00000012148	Trio
ENSRNOG00000010799	Noct
ENSRNOG00000028335	Fat4
ENSRNOG00000010815	Elf2
ENSRNOG00000013963	Il6st
ENSRNOG00000023816	Aph1a
ENSRNOG00000050416	Kcna10
ENSRNOG00000037406	Cfap141
ENSRNOG00000017752	Mccc2
ENSRNOG00000020539	Muc1
ENSRNOG00000055790	Nup210l
ENSRNOG00000021134	Anxa9
ENSRNOG00000048832	Asb17
ENSRNOG00000021081	Vps72
ENSRNOG00000012933	Prcc
ENSRNOG00000021138	Cers2
ENSRNOG00000013293	Mccc1
ENSRNOG00000012091	Ppa2
ENSRNOG00000013336	Wdr70
ENSRNOG00000023162	Car14
ENSRNOG00000017246	Adad1
ENSRNOG00000062882	Hey1
ENSRNOG00000017348	Il2
ENSRNOG00000042261	Hdgf
ENSRNOG00000016505	Fam169a
ENSRNOG00000011705	Stmn2
ENSRNOG00000016530	Nsa2
ENSRNOG00000016961	Rps27
ENSRNOG00000009629	Car2
ENSRNOG00000011066	Marchf6
ENSRNOG00000000001	Arsj
ENSRNOG00000017441	Tpm3
ENSRNOG00000016733	Rab13
ENSRNOG00000010589	Zfp622
ENSRNOG00000011586	Ccnl1
ENSRNOG00000016379	Jtb
ENSRNOG00000023493	Creb3l4
ENSRNOG00000025108	Ankrd35
ENSRNOG00000011216	Tbl1xr1
ENSRNOG00000032009	LOC499643
ENSRNOG00000028941	Zbed3
ENSRNOG00000021143	Setdb1
ENSRNOG00000038095	Ccdc169
ENSRNOG00000027833	Fnip2
ENSRNOG00000070034	Ankub1
ENSRNOG00000025285	Gfm2
ENSRNOG00000015425	Ssx2ip
ENSRNOG00000014599	Dhx36
ENSRNOG00000046468	Ptgfr
ENSRNOG00000010238	Chmp4c
ENSRNOG00000029889	Clca4
ENSRNOG00000032576	Nlgn1
ENSRNOG00000043386	Commd2
ENSRNOG00000010266	Cd180
ENSRNOG00000021199	Fcgr1a
ENSRNOG00000011923	Mgarp
ENSRNOG00000058539	Ccnb1
ENSRNOG00000009882	Ppp3ca
ENSRNOG00000012827	Mlf1
ENSRNOG00000009821	Slitrk3
ENSRNOG00000014660	Usp53
ENSRNOG00000010161	Myo10
ENSRNOG00000071200	Spopfm2l1
ENSRNOG00000069800	RGD1563667
ENSRNOG00000010658	Cth
ENSRNOG00000032922	Dclk1
ENSRNOG00000032240	Gbp5
ENSRNOG00000020829	Them4
ENSRNOG00000025274	Hexb
ENSRNOG00000011340	Ankrd13c
ENSRNOG00000019868	Psma5
ENSRNOG00000043094	Oxct1
ENSRNOG00000043445	Them5
ENSRNOG00000056371	Pik3ca
ENSRNOG00000010819	Hspa4l
ENSRNOG00000031814	Sort1
ENSRNOG00000066065	Basp1
ENSRNOG00000020832	C2cd4d
ENSRNOG00000009372	Tacr3
ENSRNOG00000027971	Lrrc31
ENSRNOG00000027002	Mast4
ENSRNOG00000024365	Ect2
ENSRNOG00000026186	Syde2
ENSRNOG00000009004	Lrriq4
ENSRNOG00000070835	Ndufc1
ENSRNOG00000010199	Glrb
ENSRNOG00000019163	Syt6
ENSRNOG00000013451	Drosha
ENSRNOG00000027836	Kcnmb3
ENSRNOG00000011842	Asic5
ENSRNOG00000042080	Il31ra
ENSRNOG00000014893	Dnai3
ENSRNOG00000012873	Gfm1
ENSRNOG00000027935	Lrrc34
ENSRNOG00000011260	Cmbl
ENSRNOG00000020470	Slc25a24
ENSRNOG00000012385	Naa15
ENSRNOG00000011632	Cct5
ENSRNOG00000027923	Mynn
ENSRNOG00000022347	Atpsckmt
ENSRNOG00000015024	Mcoln3
ENSRNOG00000018067	Smn1
ENSRNOG00000010094	Kcnmb2
ENSRNOG00000013572	Lxn
ENSRNOG00000013121	Mier3
ENSRNOG00000050563	Sub1
ENSRNOG00000043377	Fdps
ENSRNOG00000012109	Otulinl
ENSRNOG00000021798	Pglyrp4
ENSRNOG00000042152	Gipc2
ENSRNOG00000025160	Tlcd4
ENSRNOG00000054426	Zfp704
ENSRNOG00000031743	Gbp2
ENSRNOG00000010121	Lef1
ENSRNOG00000050706	Col25a1
ENSRNOG00000015913	Tspan5
ENSRNOG00000056894	St6galnac3
ENSRNOG00000023404	Slc9b2
ENSRNOG00000009992	Rabggtb
ENSRNOG00000011528	Alg14
ENSRNOG00000021215	Rbm8a
ENSRNOG00000062253	Rpl24-ps11
ENSRNOG00000019221	Gstm4
ENSRNOG00000026944	Gpr150
ENSRNOG00000013050	Spz1
ENSRNOG00000017187	Prmt6
ENSRNOG00000026928	RGD1560402
ENSRNOG00000038905	AABR07048397.1
ENSRNOG00000064230	LOC499522
ENSRNOG00000061097	Lrit3
ENSRNOG00000029988	LOC103691423
ENSRNOG00000043332	Foxd1
ENSRNOG00000010254	Htr1a
ENSRNOG00000031997	Ttll7
ENSRNOG00000067789	LOC120100542
ENSRNOG00000068124	LOC108349932
ENSRNOG00000017680	Dennd2d
ENSRNOG00000021745	Bhlhe22
ENSRNOG00000028348	Lhx8
ENSRNOG00000023126	Rxfp3
ENSRNOG00000049010	AABR07007399.1
ENSRNOG00000043292	Actbl2
ENSRNOG00000016289	Bmpr1b
ENSRNOG00000011963	Tas2r119
ENSRNOG00000045818	LOC684444
ENSRNOG00000010047	Ddit4l
ENSRNOG00000025157	Cwc15-ps3
ENSRNOG00000059302	LOC100361143
ENSRNOG00000052207	Rps15al4
ENSRNOG00000022373	Dennd4b
ENSRNOG00000070775	Anxa2rl-ps1
ENSRNOG00000018045	AABR07007730.1
ENSRNOG00000061317	AABR07011733.1
ENSRNOG00000056337	Crtc2
ENSRNOG00000011827	LOC100360846
ENSRNOG00000034093	Hsc70-ps1
ENSRNOG00000009503	Depdc1
ENSRNOG00000046368	Dusp14l1
ENSRNOG00000065845	2210017I01Rik
ENSRNOG00000055370	Lce6a
ENSRNOG00000029592	Srsf11
ENSRNOG00000033499	LOC120100586
ENSRNOG00000024628	Wdr49
ENSRNOG00000032941	Mab21l1
ENSRNOG00000033147	Dear
ENSRNOG00000049530	AABR07012054.1
ENSRNOG00000067368	LOC102552128
ENSRNOG00000020279	Syt11
ENSRNOG00000011555	Lrrc40
ENSRNOG00000068362	Senp5-ps1
ENSRNOG00000070781	Sprr2g
ENSRNOG00000067496	LOC102549828
ENSRNOG00000009168	Sprr2d
ENSRNOG00000014815	Myoz2
ENSRNOG00000004978	Prkacb
ENSRNOG00000010992	Hspb3
ENSRNOG00000067916	LOC100363048
ENSRNOG00000063016	Hist2h3c2
ENSRNOG00000070591	H2bc18
ENSRNOG00000024623	RGD1309170
ENSRNOG00000047236	AABR07008066.2
ENSRNOG00000063309	LOC120100841
ENSRNOG00000030748	AABR07008421.1
ENSRNOG00000016214	Agl
ENSRNOG00000066364	Tdpoz1-ps4
ENSRNOG00000066603	LOC120100584
ENSRNOG00000070191	Sprr2f
ENSRNOG00000062928	Tdpoz2l1
ENSRNOG00000029493	AABR07010524.1
ENSRNOG00000030494	AABR07072761.1
ENSRNOG00000067699	Tdpoz1-ps5
ENSRNOG00000063988	LOC100911679
ENSRNOG00000064397	RGD1564313
ENSRNOG00000038902	Rbis
ENSRNOG00000019044	Adam30
ENSRNOG00000068251	Sprr2b
ENSRNOG00000064598	LOC102553503
ENSRNOG00000068421	LOC120101043
ENSRNOG00000011980	Lrrc7
ENSRNOG00000042266	Sprr4
ENSRNOG00000063985	Tdpoz1-ps14
ENSRNOG00000010680	Med12l
ENSRNOG00000049827	Arl14
ENSRNOG00000070831	Smim43
ENSRNOG00000065118	LOC102552940
ENSRNOG00000023892	LOC103695131
ENSRNOG00000037223	AABR07012592.1
ENSRNOG00000029339	Ndufs5-ps2
ENSRNOG00000067361	Rhno1-ps2
ENSRNOG00000030747	Rpl38-ps8
ENSRNOG00000070872	Lce1g
ENSRNOG00000010741	Tigd4
ENSRNOG00000021101	Sema6c
ENSRNOG00000065432	Rap2b
ENSRNOG00000065162	Tdpoz2
ENSRNOG00000063704	Mindy3-ps1
ENSRNOG00000069915	Tdpoz1-ps9
ENSRNOG00000009314	Ivl
ENSRNOG00000031144	Sprr1b
ENSRNOG00000009574	Crct1
ENSRNOG00000017695	Prdx1l1
ENSRNOG00000022745	RGD1306502
ENSRNOG00000071169	LOC102551936
ENSRNOG00000009383	LOC102552326
ENSRNOG00000065447	LOC120100604
ENSRNOG00000065886	LOC102549173
ENSRNOG00000021166	Ecm1
ENSRNOG00000011929	Abcd3
ENSRNOG00000031358	Rplp0l1
ENSRNOG00000016432	Samd13
ENSRNOG00000016044	Mab21l3
ENSRNOG00000017723	Cept1
ENSRNOG00000009326	Smcp
ENSRNOG00000011284	Sgms2
ENSRNOG00000014143	Col24a1
ENSRNOG00000014872	Sec24d
ENSRNOG00000020255	Sars1
ENSRNOG00000064204	Lpar3
ENSRNOG00000015274	Ddx20
ENSRNOG00000017744	Dram2
ENSRNOG00000025297	Gpr171
ENSRNOG00000021182	Sv2a
ENSRNOG00000009955	Plch1
ENSRNOG00000011317	Pkn2
ENSRNOG00000037115	Chi3l3
ENSRNOG00000023965	Arhgef38
